tweet_id,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count,date,breed,predict_conf,dog
880935762899988482,13.0,10,Louis,,2886.0,17346.0,2017-06-30,street_sign,0.251801,False
880872448815771648,12.0,10,,,3989.0,21734.0,2017-06-30,Pembroke,0.791416,True
880465832366813184,12.0,10,Bella,,6546.0,29075.0,2017-06-29,golden_retriever,0.913255,True
880221127280381952,12.0,10,Jesse,,4436.0,27640.0,2017-06-29,Chihuahua,0.238525,True
880095782870896641,11.0,10,,,4533.0,28150.0,2017-06-28,miniature_pinscher,0.120298,True
879862464715927552,13.0,10,Romeo,,3642.0,22667.0,2017-06-28,basset,0.813507,True
879492040517615616,12.0,10,Bailey,,3323.0,23822.0,2017-06-27,German_short-haired_pointer,0.479896,True
879415818425184262,13.0,10,Duddles,,45849.0,107956.0,2017-06-26,English_springer,0.383404,True
879376492567855104,12.0,10,Jack,,3261.0,17099.0,2017-06-26,tricycle,0.663601,False
879050749262655488,11.0,10,Steven,,4941.0,23022.0,2017-06-25,tabby,0.311861,False
879008229531029506,13.0,10,Beau,,2812.0,19317.0,2017-06-25,vizsla,0.960513,True
878776093423087618,13.0,10,Snoopy,,4319.0,19763.0,2017-06-25,Italian_greyhound,0.734684,True
878776093423087618,13.0,10,Snoopy,puppo,4319.0,19763.0,2017-06-25,Italian_greyhound,0.734684,True
878281511006478336,13.0,10,Shadow,,1349.0,7913.0,2017-06-23,basset,0.32042,True
878057613040115712,14.0,10,Emmy,,7181.0,42876.0,2017-06-23,French_bulldog,0.839097,True
877736472329191424,13.0,10,Aja,,17300.0,71144.0,2017-06-22,Chesapeake_Bay_retriever,0.8379559999999999,True
877556246731214848,12.0,10,Penny,,3994.0,23258.0,2017-06-21,basset,0.995368,True
877316821321428993,13.0,10,Dante,,5414.0,27907.0,2017-06-21,Saluki,0.5099670000000001,True
877201837425926144,12.0,10,Nelly,,5880.0,27755.0,2017-06-20,Pembroke,0.93112,True
876838120628539392,12.0,10,Ginger,,3506.0,21125.0,2017-06-19,bloodhound,0.575751,True
876838120628539392,12.0,10,Ginger,pupper,3506.0,21125.0,2017-06-19,bloodhound,0.575751,True
876484053909872640,13.0,10,Benedict,,2511.0,19163.0,2017-06-18,golden_retriever,0.874566,True
876120275196170240,13.0,10,Venti,,4903.0,28490.0,2017-06-17,Bernese_mountain_dog,0.534327,True
875747767867523072,13.0,10,Goose,,4497.0,25773.0,2017-06-16,Labrador_retriever,0.799551,True
875144289856114688,13.0,10,Nugget,,5081.0,22185.0,2017-06-15,Siberian_husky,0.245048,True
875021211251597312,12.0,10,,,4922.0,26022.0,2017-06-14,West_Highland_white_terrier,0.7143189999999999,True
874680097055178752,12.0,10,Cash,,4875.0,28439.0,2017-06-13,Labrador_retriever,0.836052,True
874296783580663808,13.0,10,Jed,,4308.0,26651.0,2017-06-12,cocker_spaniel,0.437216,True
874296783580663808,13.0,10,Jed,pupper,4308.0,26651.0,2017-06-12,cocker_spaniel,0.437216,True
874057562936811520,12.0,10,,,4125.0,23134.0,2017-06-12,flat-coated_retriever,0.8321770000000001,True
874012996292530176,13.0,10,Sebastian,,11007.0,35501.0,2017-06-11,Cardigan,0.806674,True
874012996292530176,13.0,10,Sebastian,puppo,11007.0,35501.0,2017-06-11,Cardigan,0.806674,True
873580283840344065,13.0,10,,,4143.0,24837.0,2017-06-10,Newfoundland,0.678537,True
873213775632977920,12.0,10,Sierra,,1667.0,7467.0,2017-06-09,vizsla,0.6197819999999999,True
873213775632977920,12.0,10,Sierra,pupper,1667.0,7467.0,2017-06-09,vizsla,0.6197819999999999,True
872967104147763200,12.0,10,,doggo,5669.0,28031.0,2017-06-09,Labrador_retriever,0.476913,True
872967104147763200,12.0,10,,,5669.0,28031.0,2017-06-09,Labrador_retriever,0.476913,True
872820683541237760,13.0,10,,,3884.0,15029.0,2017-06-08,pug,0.99912,True
872620804844003328,13.0,10,Monkey,,3911.0,21309.0,2017-06-08,cocker_spaniel,0.513191,True
872486979161796608,12.0,10,,,9429.0,41606.0,2017-06-07,Pembroke,0.931861,True
872261713294495745,13.0,10,Harry,,6649.0,35085.0,2017-06-07,Labrador_retriever,0.972019,True
872122724285648897,12.0,10,Kody,,8549.0,35324.0,2017-06-06,basketball,0.808396,False
871879754684805121,13.0,10,Lassie,,11918.0,39090.0,2017-06-06,Shetland_sheepdog,0.969171,True
871762521631449091,12.0,10,Rover,,3678.0,20787.0,2017-06-05,Labrador_retriever,0.921393,True
871762521631449091,12.0,10,Rover,pupper,3678.0,20787.0,2017-06-05,Labrador_retriever,0.921393,True
871515927908634625,12.0,10,Napolean,doggo,3628.0,20730.0,2017-06-04,komondor,0.974781,True
871515927908634625,12.0,10,Napolean,,3628.0,20730.0,2017-06-04,komondor,0.974781,True
871032628920680449,13.0,10,Boomer,,3999.0,23255.0,2017-06-03,kelpie,0.398053,True
870804317367881728,11.0,10,,,6393.0,33791.0,2017-06-03,home_theater,0.16829,False
870656317836468226,13.0,10,Cody,,2817.0,12819.0,2017-06-02,Pembroke,0.945495,True
870374049280663552,13.0,10,Zoey,,27680.0,85011.0,2017-06-01,golden_retriever,0.841001,True
870308999962521604,13.0,10,Rumble,,4384.0,22453.0,2017-06-01,Greater_Swiss_Mountain_dog,0.6227520000000001,True
870063196459192321,14.0,10,Clifford,,8840.0,37771.0,2017-05-31,comic_book,0.534409,False
869772420881756160,13.0,10,Dewey,,10663.0,43710.0,2017-05-31,Pembroke,0.980148,True
869702957897576449,13.0,10,Stanley,,6728.0,29116.0,2017-05-30,Pembroke,0.993449,True
869596645499047938,12.0,10,Scout,doggo,3327.0,16476.0,2017-05-30,Chihuahua,0.955156,True
869596645499047938,12.0,10,Scout,,3327.0,16476.0,2017-05-30,Chihuahua,0.955156,True
869227993411051520,13.0,10,Gizmo,,4023.0,21112.0,2017-05-29,Pembroke,0.664181,True
868880397819494401,14.0,10,Walter,,12518.0,55098.0,2017-05-28,laptop,0.153718,False
868622495443632128,13.0,10,,,6275.0,28295.0,2017-05-28,Labrador_retriever,0.868107,True
868552278524837888,12.0,10,Cooper,,2240.0,10539.0,2017-05-27,whippet,0.378151,True
867900495410671616,12.0,10,,,4439.0,24964.0,2017-05-26,Labrador_retriever,0.522644,True
867774946302451713,13.0,10,Harold,,7788.0,35179.0,2017-05-25,Border_collie,0.661953,True
867421006826221569,12.0,10,Shikha,,2697.0,16755.0,2017-05-24,Eskimo_dog,0.6164569999999999,True
867421006826221569,12.0,10,Shikha,puppo,2697.0,16755.0,2017-05-24,Eskimo_dog,0.6164569999999999,True
867051520902168576,13.0,10,,,8425.0,33420.0,2017-05-23,Samoyed,0.4714029999999999,True
866686824827068416,12.0,10,Lili,,3727.0,20070.0,2017-05-22,flat-coated_retriever,0.51473,True
866450705531457537,13.0,10,Jamesy,,32883.0,106827.0,2017-05-22,French_bulldog,0.905334,True
866450705531457537,13.0,10,Jamesy,pupper,32883.0,106827.0,2017-05-22,French_bulldog,0.905334,True
866334964761202691,12.0,10,Coco,,15546.0,54720.0,2017-05-21,Samoyed,0.984086,True
865718153858494464,13.0,10,Boomer,,6008.0,26640.0,2017-05-19,golden_retriever,0.673664,True
865359393868664832,13.0,10,Sammy,,5384.0,27530.0,2017-05-19,Chesapeake_Bay_retriever,0.832435,True
865006731092295680,13.0,10,Nelly,,8209.0,29063.0,2017-05-18,Pembroke,0.989882,True
864873206498414592,14.0,10,,,9361.0,33651.0,2017-05-17,pole,0.478616,False
864279568663928832,12.0,10,Meatball,,3266.0,15195.0,2017-05-16,bull_mastiff,0.668613,True
864197398364647424,13.0,10,Paisley,,9616.0,31459.0,2017-05-15,golden_retriever,0.945905,True
863907417377173506,13.0,10,Albus,,4441.0,21477.0,2017-05-15,marmot,0.358828,False
863553081350529029,13.0,10,Neptune,,4489.0,15935.0,2017-05-14,Eskimo_dog,0.41333,True
863432100342583297,12.0,10,Belle,,5664.0,24829.0,2017-05-13,Staffordshire_bullterrier,0.690517,True
863062471531167744,13.0,10,Quinn,,2687.0,8945.0,2017-05-12,French_bulldog,0.935804,True
862831371563274240,13.0,10,Zooey,,5457.0,20011.0,2017-05-12,Australian_terrier,0.207281,True
862722525377298433,11.0,10,Dave,,3809.0,17779.0,2017-05-11,basset,0.39333,True
862457590147678208,13.0,10,Jersey,,5388.0,21492.0,2017-05-11,home_theater,0.4963479999999999,False
862096992088072192,13.0,10,,,21840.0,66437.0,2017-05-10,chow,0.677589,True
861383897657036800,13.0,10,Hobbes,,11528.0,37744.0,2017-05-08,Cardigan,0.771008,True
861288531465048066,13.0,10,,,4479.0,18032.0,2017-05-07,syringe,0.1447119999999999,False
861005113778896900,12.0,10,Burt,,4119.0,17538.0,2017-05-06,German_shepherd,0.507951,True
860563773140209665,13.0,10,Lorenzo,,2334.0,7878.0,2017-05-05,Cardigan,0.583936,True
860524505164394496,13.0,10,Carl,,5698.0,24678.0,2017-05-05,Bedlington_terrier,0.286558,True
860276583193509888,12.0,10,Jordy,,3745.0,19154.0,2017-05-04,lakeside,0.312299,False
860184849394610176,14.0,10,,,6295.0,17474.0,2017-05-04,chimpanzee,0.267612,False
859924526012018688,12.0,10,Milky,,4349.0,20021.0,2017-05-04,French_bulldog,0.254587,True
859851578198683649,13.0,10,Trooper,,3780.0,16105.0,2017-05-03,Labrador_retriever,0.899086,True
859607811541651456,13.0,10,,,1704.0,19476.0,2017-05-03,golden_retriever,0.8955290000000001,True
859607811541651456,13.0,10,,puppo,1704.0,19476.0,2017-05-03,golden_retriever,0.8955290000000001,True
859196978902773760,12.0,10,quite,,25661.0,75193.0,2017-05-02,Angora,0.2242179999999999,False
859074603037188101,13.0,10,,,14740.0,35553.0,2017-05-01,revolver,0.190292,False
858843525470990336,13.0,10,,doggo,3771.0,16304.0,2017-05-01,golden_retriever,0.57812,True
858843525470990336,13.0,10,,,3771.0,16304.0,2017-05-01,golden_retriever,0.57812,True
858471635011153920,13.0,10,Sophie,,5271.0,22640.0,2017-04-30,Pembroke,0.987407,True
858107933456039936,12.0,10,Wyatt,,3154.0,16524.0,2017-04-28,golden_retriever,0.863874,True
857989990357356544,12.0,10,Rosie,,2812.0,16952.0,2017-04-28,French_bulldog,0.43258,True
857746408056729600,13.0,10,Thor,,11524.0,36021.0,2017-04-28,Labrador_retriever,0.919832,True
857393404942143489,13.0,10,,,1785.0,6236.0,2017-04-27,malamute,0.8415969999999999,True
857263160327368704,13.0,10,Oscar,,4934.0,21041.0,2017-04-26,Samoyed,0.998021,True
857029823797047296,12.0,10,Zeke,,4364.0,19910.0,2017-04-26,golden_retriever,0.968623,True
856543823941562368,12.0,10,Callie,,3131.0,17135.0,2017-04-24,Boston_bull,0.30691,True
856282028240666624,14.0,10,Cermet,,6841.0,29086.0,2017-04-23,Chihuahua,0.8765430000000001,True
855851453814013952,13.0,10,,doggo,19196.0,47844.0,2017-04-22,flat-coated_retriever,0.321676,True
855851453814013952,13.0,10,,,19196.0,47844.0,2017-04-22,flat-coated_retriever,0.321676,True
855851453814013952,13.0,10,,puppo,19196.0,47844.0,2017-04-22,flat-coated_retriever,0.321676,True
855459453768019968,12.0,10,quite,,8987.0,31657.0,2017-04-21,Blenheim_spaniel,0.389513,True
854732716440526848,12.0,10,Marlee,,6690.0,24188.0,2017-04-19,Pembroke,0.6955479999999999,True
854482394044301312,13.0,10,Arya,,7608.0,31131.0,2017-04-18,Chihuahua,0.260242,True
854365224396361728,13.0,10,Einstein,,5159.0,20046.0,2017-04-18,Pembroke,0.90708,True
854120357044912130,14.0,10,,,8285.0,33911.0,2017-04-17,black-and-tan_coonhound,0.8548610000000001,True
854120357044912130,14.0,10,,pupper,8285.0,33911.0,2017-04-17,black-and-tan_coonhound,0.8548610000000001,True
854010172552949760,11.0,10,,doggo,3433.0,17169.0,2017-04-17,English_springer,0.3547329999999999,True
854010172552949760,11.0,10,,floofer,3433.0,17169.0,2017-04-17,English_springer,0.3547329999999999,True
854010172552949760,11.0,10,,,3433.0,17169.0,2017-04-17,English_springer,0.3547329999999999,True
853760880890318849,12.0,10,Alice,,6403.0,30414.0,2017-04-17,miniature_pinscher,0.292519,True
853639147608842240,13.0,10,,,11265.0,37198.0,2017-04-16,German_shepherd,0.509879,True
853299958564483072,13.0,10,Rumpole,,3928.0,16508.0,2017-04-15,grille,0.65228,False
852912242202992640,12.0,10,Benny,,2037.0,9658.0,2017-04-14,Great_Dane,0.7837649999999999,True
852672615818899456,12.0,10,Aspen,,2388.0,15939.0,2017-04-13,golden_retriever,0.7112350000000001,True
852553447878664193,13.0,10,Jarod,,3885.0,17492.0,2017-04-13,bloodhound,0.186498,True
852311364735569921,13.0,10,Wiggles,,10961.0,35325.0,2017-04-13,barbell,0.971581,False
852226086759018497,14.0,10,General,,7570.0,21378.0,2017-04-12,prison,0.3527929999999999,False
852189679701164033,12.0,10,Sailor,,1741.0,12217.0,2017-04-12,barrow,0.42315,False
851591660324737024,11.0,10,,,3819.0,17300.0,2017-04-11,Cardigan,0.394507,True
851464819735769094,14.0,10,Iggy,,7855.0,25944.0,2017-04-10,web_site,0.919649,False
851224888060895234,13.0,10,Snoop,,6350.0,22090.0,2017-04-10,car_mirror,0.971512,False
850753642995093505,11.0,10,Kyle,,10352.0,33348.0,2017-04-08,pug,0.996952,True
850380195714523136,13.0,10,Leo,,2915.0,13994.0,2017-04-07,Yorkshire_terrier,0.2490119999999999,True
850145622816686080,11.0,10,Riley,,4244.0,17519.0,2017-04-07,tennis_ball,0.7147979999999999,False
850019790995546112,12.0,10,Boomer,,5459.0,21944.0,2017-04-06,Shetland_sheepdog,0.759907,True
850019790995546112,12.0,10,Boomer,pupper,5459.0,21944.0,2017-04-06,Shetland_sheepdog,0.759907,True
849776966551130114,12.0,10,,,8404.0,32390.0,2017-04-06,Chihuahua,0.292092,True
849412302885593088,12.0,10,Noosh,,3487.0,17039.0,2017-04-05,schipperke,0.907559,True
849336543269576704,11.0,10,,,2101.0,12240.0,2017-04-04,patio,0.521788,False
849051919805034497,13.0,10,Kevin,,7396.0,32617.0,2017-04-04,fountain,0.997509,False
848690551926992896,12.0,10,,,4826.0,27104.0,2017-04-03,flat-coated_retriever,0.8236479999999999,True
848324959059550208,12.0,10,Odin,,4037.0,20229.0,2017-04-02,malamute,0.5445760000000001,True
848212111729840128,6.0,10,Jerry,,3444.0,17618.0,2017-04-01,Bedlington_terrier,0.333486,True
847962785489326080,10.0,10,Georgie,,5730.0,25296.0,2017-04-01,sea_lion,0.882654,False
847842811428974592,12.0,10,Rontu,,1522.0,5935.0,2017-03-31,Bernese_mountain_dog,0.951337,True
847606175596138505,12.0,10,Cannon,,3774.0,20208.0,2017-03-31,Cardigan,0.413688,True
847251039262605312,12.0,10,Furzey,,4800.0,22036.0,2017-03-30,Airedale,0.49538,True
847157206088847362,11.0,10,Daisy,,6572.0,21588.0,2017-03-29,Staffordshire_bullterrier,0.219609,True
847116187444137987,11.0,10,,,3583.0,23108.0,2017-03-29,white_wolf,0.128935,False
846874817362120707,13.0,10,Tuck,,4404.0,21685.0,2017-03-29,Shetland_sheepdog,0.450539,True
846514051647705089,13.0,10,Barney,doggo,13076.0,48410.0,2017-03-28,golden_retriever,0.650003,True
846514051647705089,13.0,10,Barney,,13076.0,48410.0,2017-03-28,golden_retriever,0.650003,True
846153765933735936,13.0,10,Vixen,,10226.0,34394.0,2017-03-27,giant_schnauzer,0.346468,True
846042936437604353,12.0,10,Jarvis,,3224.0,17256.0,2017-03-26,golden_retriever,0.96111,True
845812042753855489,13.0,10,,,9894.0,31737.0,2017-03-26,Samoyed,0.979803,True
845677943972139009,12.0,10,,,5365.0,27154.0,2017-03-25,chow,0.8086810000000001,True
845397057150107648,13.0,10,Mimosa,doggo,2072.0,8241.0,2017-03-24,Dandie_Dinmont,0.394404,True
845397057150107648,13.0,10,Mimosa,,2072.0,8241.0,2017-03-24,Dandie_Dinmont,0.394404,True
845306882940190720,12.0,10,Pickles,,6039.0,25225.0,2017-03-24,Irish_water_spaniel,0.567475,True
845306882940190720,12.0,10,Pickles,pupper,6039.0,25225.0,2017-03-24,Irish_water_spaniel,0.567475,True
844973813909606400,12.0,10,Brady,,3617.0,16361.0,2017-03-23,Labrador_retriever,0.742421,True
844704788403113984,13.0,10,Luna,,11633.0,42022.0,2017-03-23,Labrador_retriever,0.980213,True
844580511645339650,11.0,10,Charlie,,3533.0,17871.0,2017-03-22,washer,0.903064,False
844223788422217728,12.0,10,Margo,,2450.0,14753.0,2017-03-21,Labrador_retriever,0.71951,True
843856843873095681,12.0,10,Sadie,,5220.0,23211.0,2017-03-20,Labrador_retriever,0.92254,True
843604394117681152,11.0,10,Hank,,3081.0,18310.0,2017-03-19,Labrador_retriever,0.430583,True
843235543001513987,13.0,10,Tycho,,6852.0,23315.0,2017-03-18,Pembroke,0.958452,True
842846295480000512,13.0,10,Charlie,,4023.0,16440.0,2017-03-17,Labrador_retriever,0.461076,True
842765311967449089,12.0,10,Indie,,1439.0,7321.0,2017-03-17,tub,0.665238,False
842535590457499648,13.0,10,Winnie,,3937.0,19637.0,2017-03-17,Pembroke,0.685084,True
842163532590374912,12.0,10,George,,6568.0,26569.0,2017-03-16,French_bulldog,0.891227,True
842115215311396866,12.0,10,Bentley,,3386.0,15204.0,2017-03-15,chow,0.293493,True
841680585030541313,12.0,10,Penny,,8748.0,27854.0,2017-03-14,Chihuahua,0.547401,True
841439858740625411,14.0,10,,,4168.0,13755.0,2017-03-14,military_uniform,0.853684,False
841314665196081154,13.0,10,Max,,5312.0,17305.0,2017-03-13,Afghan_hound,0.903712,True
841077006473256960,12.0,10,Dawn,,5991.0,24926.0,2017-03-13,Brittany_spaniel,0.962985,True
840696689258311684,10.0,10,,,1116.0,13377.0,2017-03-11,web_site,0.8417680000000001,False
840632337062862849,12.0,10,Maddie,,1972.0,9761.0,2017-03-11,golden_retriever,0.711148,True
840370681858686976,13.0,10,,,5146.0,17918.0,2017-03-11,teapot,0.981819,False
840268004936019968,12.0,10,Monty,,6497.0,20950.0,2017-03-10,Chesapeake_Bay_retriever,0.8639870000000001,True
839990271299457024,13.0,10,Sojourner,,2597.0,14640.0,2017-03-10,Staffordshire_bullterrier,0.604938,True
839549326359670784,12.0,10,Winston,,8805.0,29957.0,2017-03-08,swing,0.393527,False
839239871831150596,13.0,10,Odie,,7422.0,29684.0,2017-03-07,Leonberg,0.927021,True
838921590096166913,13.0,10,Arlo,,2357.0,12183.0,2017-03-07,Border_terrier,0.664538,True
838561493054533637,13.0,10,Walter,,1504.0,11892.0,2017-03-06,kelpie,0.2165619999999999,True
838476387338051585,13.0,10,Stanley,,5484.0,24664.0,2017-03-05,Great_Pyrenees,0.997692,True
838083903487373313,13.0,10,Daisy,,3582.0,19183.0,2017-03-04,chow,0.800975,True
837820167694528512,12.0,10,,,8952.0,37277.0,2017-03-04,golden_retriever,0.887625,True
837820167694528512,12.0,10,,pupper,8952.0,37277.0,2017-03-04,golden_retriever,0.887625,True
837482249356513284,13.0,10,Waffles,,495.0,4204.0,2017-03-03,birdhouse,0.541196,False
837471256429613056,12.0,10,Vincent,,2631.0,13967.0,2017-03-03,Norwegian_elkhound,0.976255,True
837366284874571778,13.0,10,Lucy,,6005.0,23074.0,2017-03-02,American_Staffordshire_terrier,0.660085,True
837110210464448512,13.0,10,Clark,,2731.0,17480.0,2017-03-02,Siberian_husky,0.767696,True
837110210464448512,13.0,10,Clark,pupper,2731.0,17480.0,2017-03-02,Siberian_husky,0.767696,True
836989968035819520,12.0,10,Mookie,,2610.0,13879.0,2017-03-01,shopping_cart,0.572422,False
836753516572119041,12.0,10,Meera,doggo,5237.0,21029.0,2017-03-01,mortarboard,0.936882,False
836753516572119041,12.0,10,Meera,,5237.0,21029.0,2017-03-01,mortarboard,0.936882,False
836677758902222849,11.0,10,Oliver,,2522.0,13782.0,2017-02-28,leopard,0.7974100000000001,False
836380477523124226,12.0,10,Ava,,3337.0,16037.0,2017-02-28,wooden_spoon,0.0824886,False
836380477523124226,12.0,10,Ava,pupper,3337.0,16037.0,2017-02-28,wooden_spoon,0.0824886,False
836260088725786625,13.0,10,Lucy,,4850.0,23177.0,2017-02-27,borzoi,0.564688,True
836001077879255040,13.0,10,,,4935.0,20924.0,2017-02-26,Samoyed,0.963558,True
835574547218894849,11.0,10,Eli,,4121.0,19447.0,2017-02-25,Staffordshire_bullterrier,0.6106550000000001,True
835297930240217089,12.0,10,Ash,,3381.0,17847.0,2017-02-25,Rottweiler,0.341276,True
835264098648616962,12.0,10,Lola,,1939.0,8503.0,2017-02-24,hyena,0.736871,False
835172783151792128,12.0,10,,,6516.0,28552.0,2017-02-24,Border_collie,0.663138,True
835152434251116546,0.0,10,,,3443.0,24574.0,2017-02-24,swing,0.967066,False
834931633769889797,12.0,10,Tucker,,1878.0,11838.0,2017-02-24,ice_bear,0.330573,False
834786237630337024,13.0,10,Tobi,,6159.0,22943.0,2017-02-23,Border_terrier,0.156276,True
834574053763584002,13.0,10,,doggo,2882.0,14993.0,2017-02-23,toilet_tissue,0.262936,False
834574053763584002,13.0,10,,,2882.0,14993.0,2017-02-23,toilet_tissue,0.262936,False
834458053273591808,12.0,10,Chester,,1899.0,10512.0,2017-02-22,Rhodesian_ridgeback,0.4686189999999999,True
834209720923721728,12.0,10,Wilson,,5476.0,22594.0,2017-02-22,golden_retriever,0.754799,True
834167344700198914,11.0,10,Sunshine,,4130.0,17194.0,2017-02-21,ox,0.991682,False
834086379323871233,12.0,10,Lipton,,2512.0,14296.0,2017-02-21,bath_towel,0.736759,False
833863086058651648,12.0,10,Bentley,,2729.0,14661.0,2017-02-21,kuvasz,0.4949689999999999,True
833826103416520705,13.0,10,Charlie,,3904.0,16728.0,2017-02-20,Chihuahua,0.438054,True
833722901757046785,13.0,10,Bronte,,3636.0,22585.0,2017-02-20,West_Highland_white_terrier,0.918144,True
